t,ts,v
"2024-04-13T12:34:59",1713004499,13.619089
"2024-04-13T14:34:59",1713011699,14.107608
"2024-04-13T16:35:14",1713018914,14.825519
"2024-04-13T18:35:30",1713026130,14.566391
"2024-04-13T20:35:45",1713033345,12.446640
"2024-04-13T22:35:45",1713040545,12.531600
"2024-04-14T00:36:00",1713047760,12.523104
"2024-04-14T02:36:16",1713054976,12.680280
"2024-04-14T04:36:31",1713062191,12.650545
"2024-04-14T06:36:47",1713069407,12.671783
"2024-04-14T08:37:02",1713076622,13.381200
"2024-04-14T10:37:18",1713083838,13.347216
"2024-04-14T12:37:33",1713091053,14.154337
"2024-04-14T14:37:33",1713098253,13.207031
"2024-04-14T16:37:49",1713105469,14.307264
"2024-04-14T18:38:04",1713112684,13.134816
"2024-04-14T20:38:20",1713119900,13.045607
"2024-04-14T22:38:35",1713127115,12.943655
"2024-04-15T00:38:51",1713134331,12.858696
"2024-04-15T02:39:06",1713141546,12.845952
"2024-04-15T04:39:22",1713148762,12.854448
"2024-04-15T06:39:37",1713155977,12.845952
"2024-04-15T08:39:53",1713163193,13.665815
"2024-04-15T10:40:08",1713170408,13.763519
"2024-04-15T12:40:24",1713177624,14.808528
"2024-04-15T14:40:39",1713184839,13.742279
"2024-04-15T16:40:55",1713192055,14.171328
"2024-04-15T18:41:10",1713199270,13.963176
"2024-04-15T20:41:26",1713206486,12.960648
"2024-04-15T22:41:41",1713213701,12.794976
"2024-04-16T00:41:57",1713220917,12.833208
"2024-04-16T02:42:12",1713228132,12.816216
"2024-04-16T04:42:28",1713235348,12.731256
"2024-04-16T06:42:43",1713242563,12.731256
"2024-04-16T08:42:59",1713249779,12.973392
"2024-04-16T10:43:14",1713256994,14.035393
"2024-04-16T12:43:30",1713264210,14.825521
"2024-04-16T14:43:46",1713271426,14.162831
"2024-04-16T16:44:01",1713278641,13.542624
"2024-04-16T18:44:17",1713285857,14.383728
"2024-04-16T20:44:32",1713293072,13.351463
"2024-04-16T22:44:48",1713300288,12.875689
"2024-04-17T00:45:03",1713307503,12.858696
"2024-04-17T02:45:19",1713314719,12.743999
"2024-04-17T04:45:34",1713321934,12.693024
"2024-04-17T06:45:50",1713329150,12.718512
"2024-04-17T08:46:05",1713336365,14.048137
"2024-04-17T10:46:21",1713343581,14.842511
"2024-04-17T12:46:36",1713350796,13.682808
"2024-04-17T14:46:52",1713358012,14.804278
"2024-04-17T16:47:07",1713365227,14.158583
"2024-04-17T18:47:23",1713372443,14.111856
"2024-04-17T20:47:39",1713379659,13.279248
"2024-04-17T22:47:54",1713386874,12.854448
"2024-04-18T00:48:10",1713394090,12.786480
"2024-04-18T02:48:25",1713401305,12.735503
"2024-04-18T04:48:41",1713408521,12.705767
"2024-04-18T06:48:56",1713415736,12.688776
"2024-04-18T08:49:12",1713422952,13.920695
"2024-04-18T10:49:12",1713430152,14.184072
"2024-04-18T12:49:12",1713437352,14.184072
"2024-04-18T14:49:12",1713444552,14.218056
"2024-04-18T16:49:28",1713451768,14.141592
"2024-04-18T18:49:43",1713458983,14.124600
"2024-04-18T20:49:59",1713466199,13.054103
"2024-04-18T22:50:14",1713473414,12.833208
"2024-04-19T00:50:30",1713480630,12.833208
"2024-04-19T02:50:46",1713487846,12.735503
"2024-04-19T04:51:01",1713495061,12.676031
"2024-04-19T06:51:17",1713502277,12.701519
"2024-04-19T08:51:32",1713509492,12.892680
"2024-04-19T10:51:48",1713516708,14.489927
"2024-04-19T12:52:03",1713523923,14.043887
"2024-04-19T14:52:19",1713531139,14.150088
"2024-04-19T16:52:35",1713538355,14.103360
"2024-04-19T18:52:50",1713545570,14.107608
"2024-04-19T20:53:06",1713552786,13.011622
"2024-04-19T22:53:21",1713560001,12.828959
"2024-04-20T00:53:37",1713567217,12.773736
"2024-04-20T02:53:52",1713574432,12.739752
"2024-04-20T04:54:08",1713581648,12.693023
"2024-04-20T06:54:24",1713588864,12.663287
"2024-04-20T08:54:39",1713596079,13.856977
"2024-04-20T10:54:55",1713603295,14.821271
"2024-04-20T12:55:10",1713610510,14.175575
"2024-04-20T14:55:26",1713617726,14.137344
"2024-04-20T16:55:41",1713624941,14.175575
"2024-04-20T18:55:57",1713632157,14.124600
"2024-04-20T20:56:12",1713639372,12.952151
"2024-04-20T22:56:28",1713646588,12.862944
"2024-04-21T00:56:43",1713653803,12.769487
"2024-04-21T02:56:59",1713661019,12.760992
"2024-04-21T04:57:15",1713668235,12.671783
"2024-04-21T06:57:30",1713675450,12.667536
"2024-04-21T08:57:46",1713682666,14.791536
"2024-04-21T10:58:01",1713689881,14.124600
"2024-04-21T12:58:17",1713697097,14.154337
"2024-04-21T14:58:32",1713704312,14.141592
"2024-04-21T16:58:48",1713711528,14.171329
"2024-04-21T18:59:03",1713718743,14.825521
"2024-04-21T20:59:19",1713725959,13.177295
"2024-04-21T22:59:35",1713733175,12.871440
"2024-04-22T00:59:50",1713740390,12.769487
"2024-04-22T03:00:06",1713747606,12.748247
"2024-04-22T05:00:21",1713754821,12.650544
"2024-04-22T07:00:37",1713762037,12.625056
"2024-04-22T09:00:52",1713769252,13.555368
"2024-04-22T11:01:08",1713776468,14.192569
"2024-04-22T13:01:24",1713783684,14.099112
"2024-04-22T15:01:39",1713790899,14.145841
"2024-04-22T17:01:55",1713798115,14.145841
"2024-04-22T19:02:10",1713805330,13.924944
"2024-04-22T21:02:26",1713812546,13.032863
"2024-04-22T23:02:41",1713819761,12.790728
"2024-04-23T01:02:57",1713826977,12.782232
"2024-04-23T03:03:12",1713834192,12.748247
"2024-04-23T05:03:28",1713841408,12.671783
"2024-04-23T07:03:44",1713848624,12.646297
"2024-04-23T09:03:59",1713855839,14.783040
"2024-04-23T11:04:15",1713863055,14.124600
"2024-04-23T13:04:30",1713870270,14.137344
"2024-04-23T15:04:46",1713877486,14.150087
"2024-04-23T17:05:01",1713884701,14.162832
"2024-04-23T19:05:17",1713891917,14.043887
"2024-04-23T21:05:33",1713899133,13.083839
"2024-04-23T23:05:48",1713906348,12.833208
"2024-04-24T01:06:04",1713913564,12.824712
"2024-04-24T03:06:19",1713920779,12.756743
"2024-04-24T05:06:35",1713927995,12.659039
"2024-04-24T07:06:50",1713935210,12.693024
"2024-04-24T09:07:06",1713942426,14.630112
"2024-04-24T11:07:22",1713949642,14.808528
"2024-04-24T13:07:37",1713956857,14.150088
"2024-04-24T15:07:53",1713964073,14.167079
"2024-04-24T17:08:08",1713971288,14.141592
"2024-04-24T19:08:24",1713978504,14.133097
"2024-04-24T21:08:39",1713985719,13.181543
"2024-04-24T23:08:55",1713992935,12.845952
"2024-04-25T01:09:11",1714000151,12.807721
"2024-04-25T03:09:26",1714007366,12.765240
"2024-04-25T05:09:42",1714014582,12.680279
"2024-04-25T07:09:57",1714021797,12.654792
"2024-04-25T09:10:13",1714029013,13.508639
"2024-04-25T11:10:28",1714036228,14.817024
"2024-04-25T13:10:44",1714043444,14.116104
"2024-04-25T15:11:00",1714050660,14.171329
"2024-04-25T17:11:15",1714057875,14.158583
"2024-04-25T19:11:31",1714065091,14.111856
"2024-04-25T21:11:46",1714072306,12.884183
"2024-04-25T23:12:02",1714079522,12.786480
"2024-04-26T01:12:17",1714086737,12.782231
"2024-04-26T03:12:33",1714093953,12.688775
"2024-04-26T05:12:49",1714101169,12.654791
"2024-04-26T07:13:04",1714108384,12.616560
"2024-04-26T09:13:20",1714115600,14.494176
"2024-04-26T11:13:35",1714122815,14.778791
"2024-04-26T13:13:51",1714130031,14.162831
"2024-04-26T15:14:06",1714137246,14.137344
"2024-04-26T17:14:22",1714144462,14.141592
"2024-04-26T19:14:38",1714151678,14.145841
"2024-04-26T21:14:53",1714158893,13.789007
"2024-04-26T23:15:09",1714166109,12.896929
"2024-04-27T01:15:24",1714173324,12.794975
"2024-04-27T03:15:40",1714180540,12.748247
"2024-04-27T05:15:55",1714187755,12.710015
"2024-04-27T07:16:11",1714194971,12.637800
"2024-04-27T09:16:27",1714202187,13.338720
"2024-04-27T11:16:42",1714209402,13.512888
"2024-04-27T13:16:58",1714216618,14.825521
"2024-04-27T15:17:13",1714223833,14.179823
"2024-04-27T17:17:29",1714231049,14.145839
"2024-04-27T19:17:45",1714238265,14.167079
"2024-04-27T21:18:00",1714245480,13.168798
"2024-04-27T23:18:16",1714252696,12.850200
"2024-04-28T01:18:31",1714259911,12.765240
"2024-04-28T03:18:47",1714267127,12.756743
"2024-04-28T05:19:02",1714274342,12.684527
"2024-04-28T07:19:18",1714281558,12.667537
"2024-04-28T09:19:33",1714288773,13.151808
"2024-04-28T11:19:49",1714295989,14.133097
"2024-04-28T13:20:04",1714303204,14.812777
"2024-04-28T15:20:20",1714310420,13.971672
"2024-04-28T17:20:36",1714317636,14.035391
"2024-04-28T19:20:51",1714324851,13.937688
"2024-04-28T21:21:07",1714332067,13.083839
"2024-04-28T23:21:22",1714339282,12.811968
"2024-04-29T01:21:38",1714346498,12.760992
"2024-04-29T03:21:54",1714353714,12.773736
"2024-04-29T05:22:09",1714360929,12.718512
"2024-04-29T07:22:25",1714368145,12.693023
"2024-04-29T09:22:40",1714375360,13.236768
"2024-04-29T11:22:56",1714382576,14.812777
"2024-04-29T13:23:11",1714389791,14.188319
"2024-04-29T15:23:27",1714397007,14.154337
"2024-04-29T17:23:43",1714404223,14.137344
"2024-04-29T19:23:58",1714411438,14.175575
"2024-04-29T21:24:14",1714418654,14.073624
"2024-04-29T23:24:29",1714425869,12.947904
"2024-04-30T01:24:45",1714433085,12.867192
"2024-04-30T03:25:00",1714440300,12.816216
"2024-04-30T05:25:16",1714447516,12.765240
"2024-04-30T07:25:31",1714454731,12.688776
"2024-04-30T09:25:47",1714461947,13.308985
"2024-04-30T11:26:03",1714469163,14.834015
"2024-04-30T13:26:18",1714476378,14.171329
"2024-04-30T15:26:34",1714483594,14.137344
"2024-04-30T17:26:49",1714490809,14.192568
"2024-04-30T19:27:05",1714498025,14.145841
"2024-04-30T21:27:21",1714505241,13.971672
"2024-04-30T23:27:36",1714512456,12.918169
"2024-05-01T01:27:52",1714519672,12.867192
"2024-05-01T03:28:07",1714526887,12.735504
"2024-05-01T05:28:23",1714534103,12.748247
"2024-05-01T07:28:38",1714541318,12.688776
"2024-05-01T09:28:54",1714548534,13.822992
"2024-05-01T11:29:09",1714555749,14.838263
"2024-05-01T13:29:25",1714562965,14.171329
"2024-05-01T15:29:41",1714570181,14.128848
"2024-05-01T17:29:56",1714577396,14.111856
