2021-11-13T13:38:05	1636803485	13.68
2021-11-13T17:38:05	1636817885	13.36
2021-11-13T21:38:20	1636832300	12.99
2021-11-14T01:38:36	1636846716	12.87
2021-11-14T05:38:51	1636861131	12.85
2021-11-14T09:39:07	1636875547	12.86
2021-11-14T13:39:22	1636889962	13.96
2021-11-14T17:39:38	1636904378	13.75
2021-11-14T21:39:53	1636918793	13.02
2021-11-15T01:40:09	1636933209	12.89
2021-11-15T05:40:24	1636947624	12.85
2021-11-15T09:40:40	1636962040	12.84
2021-11-15T13:40:55	1636976455	13.81
2021-11-15T17:41:11	1636990871	13.57
2021-11-15T21:41:26	1637005286	13.01
2021-11-16T01:41:42	1637019702	12.86
2021-11-16T05:41:57	1637034117	12.81
2021-11-16T09:42:13	1637048533	12.78
2021-11-16T13:42:28	1637062948	13.46
2021-11-16T17:42:44	1637077364	13.69
2021-11-16T21:42:59	1637091779	13.02
2021-11-17T01:43:15	1637106195	12.83
2021-11-17T05:43:31	1637120611	12.79
2021-11-17T09:43:46	1637135026	12.77
2021-11-17T13:44:02	1637149442	13.96
2021-11-17T17:44:17	1637163857	13.89
2021-11-17T21:44:33	1637178273	13.10
2021-11-18T01:44:48	1637192688	12.87
2021-11-18T05:45:04	1637207104	12.82
2021-11-18T09:45:19	1637221519	12.79
2021-11-18T13:45:35	1637235935	13.96
2021-11-18T17:45:50	1637250350	13.23
2021-11-18T21:46:06	1637264766	12.87
2021-11-19T01:46:21	1637279181	12.80
2021-11-19T05:46:37	1637293597	12.82
2021-11-19T09:46:52	1637308012	12.81
2021-11-19T13:47:08	1637322428	14.63
2021-11-19T17:47:23	1637336843	13.96
2021-11-19T21:47:39	1637351259	13.11
2021-11-20T01:47:55	1637365675	12.95
2021-11-20T05:48:10	1637380090	12.83
2021-11-20T09:48:26	1637394506	12.83
2021-11-20T13:48:41	1637408921	13.66
2021-11-20T17:48:57	1637423337	13.47
2021-11-20T21:49:12	1637437752	12.97
2021-11-21T01:49:28	1637452168	12.84
2021-11-21T05:49:43	1637466583	12.80
2021-11-21T09:49:59	1637480999	12.79
2021-11-21T13:50:14	1637495414	14.63
2021-11-21T17:50:30	1637509830	13.89
2021-11-21T21:50:45	1637524245	13.09
2021-11-22T01:51:01	1637538661	12.87
2021-11-22T05:51:16	1637553076	12.81
2021-11-22T09:51:32	1637567492	12.74
2021-11-22T13:51:47	1637581907	14.63
2021-11-22T17:52:03	1637596323	13.95
2021-11-22T21:52:19	1637610739	13.17
2021-11-23T01:52:34	1637625154	12.90
2021-11-23T05:52:50	1637639570	12.77
2021-11-23T09:53:05	1637653985	12.75
2021-11-23T13:53:21	1637668401	14.63
2021-11-23T17:53:36	1637682816	13.97
2021-11-23T21:53:52	1637697232	13.22
2021-11-24T01:54:07	1637711647	12.89
2021-11-24T05:54:23	1637726063	12.79
2021-11-24T09:54:38	1637740478	12.75
2021-11-24T13:54:54	1637754894	14.66
2021-11-24T17:55:09	1637769309	13.97
2021-11-24T21:55:25	1637783725	13.21
2021-11-25T01:55:40	1637798140	12.90
2021-11-25T05:55:56	1637812556	12.81
2021-11-25T09:56:12	1637826972	12.79
2021-11-25T13:56:27	1637841387	14.64
2021-11-25T17:56:43	1637855803	13.98
2021-11-25T21:56:58	1637870218	13.23
2021-11-26T01:57:14	1637884634	12.88
2021-11-26T05:57:29	1637899049	12.81
